PGI
0.152392693
0.055860373
0.134058166
0.034699438
0.064112697
0.051512313
0.071136073
0.09308071
0.041448159
0.070551186
0.042524275
0.089314014
0.08406331
0.063891497
0.024762186
0.024154633
0.059227612
0.109624687
0.082203317
0.04694381
0.016734566
0.063319274
0.075050526
0.061635477
0.052890784
0.038006557
0.051020371
0.061649452
0.056946627
0.079116418
0.08272914
0.101474075
0.033480359
0.086403444
0.083097239
0.037832989
0.089220613
0.082378033
0.074266876
0.058017391
0.077451405
0.09284649
0.065387683
0.066024571
0.060406861
0.087043585
0.067984754
0.063220546
0.102743767
0.078093917
0.04521731
0.070465343
0.064252996
0.065978184
0.039793027
0.063689049
0.023976695
0.058664366
0.121685966
0.108319525
0.052516163
0.053795198
0.103689974
0.084184425
0.063168737
0.047569022
0.076374791
0.051607045
0.098211594
0.07013698
0.066886047
0.051687429
0.055934868
0.066793448
0.059646589
0.034190596
0.037217325
0.095303283
0.077941463
0.073954802
0.089551761
0.082713365
0.066041499
0.048303194
0.026538836
0.090291404
0.072549021
0.041492888
0.063124262
0.070246731
0.051661574
0.068643139
0.089046196
0.151621881
0.061720795
0.075424672
0.077898731
0.086971475
0.062715964
0.059078671
0.036535507
0.031298482
0.097408334
0.055476299
0.068927683
0.076629174
0.085540614
0.036852999
0.071231558
0.05533609
0.041573712
0.05594081
0.072280646
0.047465794
0.046100324
0.111387663
0.054974491
0.052352145
0.057852836
0.038476903
0.048715616
0.070865304
0.043254812
0.073197546
0.079770312
0.091236767
0.061448396
0.061135316
0.08611128
0.085191837
0.059637762
0.082957511
0.078664271
0.066676181
0.074309886
0.041195881
0.094690414
0.065276605
0.071093964
0.051787068
0.056931184
0.078741268
0.068273543
0.037280782
0.051587472
0.059075687
0.051119158
0.081137185
0.086432154
0.083803229
0.083201345
0.047974971
0.041506987
0.042031106
0.081581907
0.100743875
0.058740026
0.092604609
0.051321991
0.064961415
